name,description,category,train_set_mean,train_set_stddev,coefficient
chemotherapy option,NA,notes,4.1500852889025e-06,7.24224508532268e-05,-0.011264122
chest drainage,NA,notes,4.53650056523509e-07,1.18169842254302e-05,-0.005507658
chest wall,NA,notes,0.000144023,0.000827117,-0.015958395
chief complaint,NA,notes,8.21921721827322e-05,0.0003694,0.009415787
child hx,NA,notes,5.48809914804388e-07,1.75592822686751e-05,0.010140467
child na,NA,notes,1.61745434503311e-05,8.31469265917869e-05,-0.001665912
chlorpromazine,NA,notes,4.97781406632165e-07,1.35818272205914e-05,-0.000944822
cholangiocarcinoma,NA,notes,2.46353459573112e-05,0.00036015,-0.014553382
cholangitis,NA,notes,8.78736619007615e-06,0.000140214,0.006590948
cholecystectomy,NA,notes,6.51961995946495e-05,0.000432174,0.00620933
cholecystostomy,NA,notes,1.27257991539114e-06,5.59289204511294e-05,0.005108522
cholesterol,NA,notes,3.12401936556451e-05,0.000477777,0.008618033
chophan,NA,notes,4.72630735035841e-05,0.000556058,-0.002583631
choroid,NA,notes,1.11132182292696e-06,6.24081468611578e-05,-0.007549626
chromogranin,NA,notes,2.69257831592813e-05,0.000289,0.021193564
chronic abdominal,NA,notes,2.15951000815819e-06,6.44166247122127e-05,0.016889382
chronic cmshcc,NA,notes,8.29391979091984e-07,1.92063719348796e-05,0.002990216
chronic illnessinjury,NA,notes,7.45928230589484e-07,1.57019132807943e-05,0.005465504
chronic pancreatitis,NA,notes,1.63143001595953e-06,4.7722375855233e-05,-0.002759217
chronically ill,NA,notes,2.1872585846251e-06,3.94343150999482e-05,-0.004549739
cisplatin,NA,notes,5.92176123233582e-05,0.000348831,0.009267906
cisplatin and,NA,notes,1.69986398154966e-05,0.000143124,-0.001399784
cistern,NA,notes,1.8408292460603e-06,6.00492798758568e-05,-0.008895516
citracal,NA,notes,2.88008622886808e-06,4.80715422672028e-05,0.011486688
citracal po,NA,notes,1.99082861390764e-06,3.8188261594974e-05,0.009432035
ckd,NA,notes,1.28695381438107e-05,0.000117058,-0.010888168
ckmix,NA,notes,4.50776964800984e-07,1.2228558417106e-05,-0.003028088
ckseven and,NA,notes,2.88789494410327e-06,4.57316236611361e-05,-0.005721842
ckseven cktwenty,NA,notes,2.19093882579937e-06,4.4181735628336e-05,-0.004989367
cl eighty,NA,notes,2.75476969700077e-07,9.27798711071934e-06,0.002967585
cl ninety,NA,notes,8.2570532374446e-06,6.44328963426203e-05,-0.009516517
class,NA,notes,5.84622855265211e-05,0.000480849,0.007628807
claudication,NA,notes,6.3839533465424e-06,8.72666161449103e-05,0.004774188
clinic appt,NA,notes,1.51702624626739e-05,0.000459168,0.001883481
clinical advice,NA,notes,3.84454222245719e-05,0.000435734,-0.003649679
clinical cancer,NA,notes,1.30116864678309e-06,2.20212672594555e-05,0.003535042
clinical trial,NA,notes,0.000148776,0.00090639,-0.010166376
clinician name,NA,notes,6.70319081645466e-06,0.00013435,-0.003175965
clinician pager,NA,notes,3.31363033354506e-06,9.8477593755301e-05,0.002380599
clinics initial,NA,notes,1.00412032041558e-06,1.66190027144159e-05,-0.004223269
clinics inpatient,NA,notes,6.28777457644378e-07,8.83539808666748e-06,-0.003573137
clinics lymphoma,NA,notes,2.22267741225764e-06,3.66549476300495e-05,0.020557359
clinics plastic,NA,notes,6.1781455111565e-07,1.48203152159853e-05,0.003514412
clivus,NA,notes,8.95310853900981e-06,0.000188485,-0.004636893
cll,NA,notes,8.95636482931055e-06,0.000185843,-0.004642511
cmshcc csixty,NA,notes,4.38440112984166e-06,7.65794451059198e-05,-0.006117147
cmshcc poa,NA,notes,4.62552866630892e-07,9.16858960075475e-06,0.00343562
cmshcc two,NA,notes,1.14624971934681e-06,2.44687227187966e-05,0.010254853
cmzero,NA,notes,1.55868933352963e-06,3.36700397073943e-05,0.004500962
cns palliative,NA,notes,5.10103258724496e-06,0.000202118,0.004601299
coagulopathy,NA,notes,1.31342471408068e-06,2.52109494276566e-05,-0.00082335
coarse breath,NA,notes,9.87832282814307e-07,2.44531963911293e-05,0.001912411
coccyx,NA,notes,4.07382387322072e-06,9.75380947851732e-05,-0.000908332
coding guidelines,NA,notes,1.18064444718161e-06,2.30282127831671e-05,0.006269971
cognition,NA,notes,8.66176883067935e-06,7.68847191705796e-05,-0.011311485
cognition risk,NA,notes,1.68352595830607e-07,3.98090017594304e-06,-0.009768375
cold,NA,notes,5.44558210033602e-05,0.00038843,0.006313141
colectomy,NA,notes,6.13878869233724e-05,0.000513086,0.006416756
collected,NA,notes,5.76720030894909e-06,0.000176565,-0.003115851
collimator,NA,notes,9.89255366562625e-06,9.65507071122181e-05,-0.007937523
colo,NA,notes,2.8514465957215e-05,0.000685462,0.005886233
colonoscopy,NA,notes,0.000188209,0.001085855,0.013467466
colorectal,NA,notes,6.71735973131319e-05,0.000669523,1.46679085e-05
combination of,NA,notes,1.50245196052746e-05,0.00015939,-0.004912783
comfort,NA,notes,2.30198124921047e-05,0.000231536,-0.007495907
comfort care,NA,notes,2.35798358236878e-06,8.62711820748561e-05,-0.011066988
comfortable,NA,notes,4.85298709840083e-05,0.000385976,-0.000799818
command,NA,notes,1.39322750161997e-05,0.000153313,-0.002174872
comments nausea,NA,notes,9.18599210496006e-07,2.15254966116813e-05,0.000307266
comments skin,NA,notes,5.66843225647081e-07,1.74633896915679e-05,0.006917202
comorbidities past,NA,notes,6.89631717378102e-07,8.43928275699798e-06,0.005417379
compare,NA,notes,0.000266061,0.001282831,0.000245482
compazine,NA,notes,6.35013267336398e-05,0.000310928,0.002863146
compazine tablet,NA,notes,1.441565142412e-06,1.69377109698503e-05,0.001444837
completes education,NA,notes,1.62501655759778e-07,4.9271976369472e-06,0.005721452
complex complex,NA,notes,7.8070032701793e-07,1.85300142274244e-05,0.010121613
complexity high,NA,notes,3.48487810384334e-06,4.8980458939627e-05,-0.000713316
compliance,NA,notes,0.00014638,0.00195146,0.009111637
compliance with,NA,notes,0.000132695,0.001944079,0.008284651
composition body,NA,notes,8.71902817352334e-07,1.18636604281923e-05,-0.007938898
compression,NA,notes,0.000138124,0.000797516,-0.016055575
compression of,NA,notes,1.04177954746043e-05,0.000195272,-0.00337178
concentrate take,NA,notes,1.94195841328313e-07,7.28548503753906e-06,-0.010867133
concerning for,NA,notes,0.000106028,0.000856307,-0.004546899
condition on,NA,notes,3.78450680667783e-06,5.097879506117e-05,-0.007013083
condition via,NA,notes,2.32911553038314e-06,0.000115749,-0.004338414
conehundred,NA,notes,1.12632900567953e-05,0.000154212,-0.002286041
confluent,NA,notes,1.95051794074162e-05,0.000302925,-0.001858603
confuse,NA,notes,9.19441562050768e-06,0.000191031,-0.001580405
confused,NA,notes,3.56060721550713e-06,5.58166900888653e-05,-0.005854516
confusion,NA,notes,1.9283478879549e-05,0.000152159,-0.006337538
conglomerate,NA,notes,1.32241268220486e-05,0.00022118,-0.009436063
conjunctiva,NA,notes,2.29328696898739e-05,0.000124734,0.008606777
cons,NA,notes,2.42899021118103e-07,9.68056194149081e-06,3.121284e-05
consideration,NA,notes,0.000123772,0.000679652,0.007469561
consolidation,NA,notes,0.000120772,0.000830028,-0.004968778
constipation,NA,notes,0.000152782,0.000493673,-0.008132038
constipation thirty,NA,notes,1.04016432153669e-06,1.85737137368233e-05,0.007376468
constitutional positive,NA,notes,5.77088539485734e-06,5.91336486010038e-05,0.000234082
consult line,NA,notes,0.000180845,0.001636273,0.013787786
consumption,NA,notes,3.06929736087219e-06,5.25257638826974e-05,-0.004875401
contact or,NA,notes,2.80608481336308e-06,3.83580230590221e-05,-0.000210264
contin,NA,notes,2.19967765851632e-05,0.000257877,-0.003947164
contin and,NA,notes,1.0239401421585e-06,3.68554061410448e-05,-0.000178253
contin control,NA,notes,4.90328250711398e-07,9.94435111020654e-06,-0.010293013
continue dexamethasone,NA,notes,4.38829647719278e-07,1.22315060157521e-05,-0.008435802
contraindicated at,NA,notes,6.08376743628988e-07,1.59621540764933e-05,-0.000766527
contrast,NA,notes,0.000243777,0.001009541,-3.64E-05
contrast result,NA,notes,8.20155754078751e-07,4.66790232509802e-05,-0.000612629
control release,NA,notes,1.23526856374479e-05,9.42033722866401e-05,-0.007851308
cooperative vital,NA,notes,3.04427339799915e-06,4.27369330487074e-05,0.010602196
copd,NA,notes,3.06348080643238e-05,0.00020988,-0.000221277
copy,NA,notes,0.000171611,0.00121106,0.010887562
cord,NA,notes,0.000106842,0.000684229,0.006759938
cord compression,NA,notes,2.87802744442487e-05,0.00034545,-0.007730598
cord paralysis,NA,notes,6.35974662574272e-06,0.000139782,-0.008576484
cordarone tablet,NA,notes,2.58186159198147e-07,8.44169710691789e-06,0.000545074
cortef tablet,NA,notes,1.53864957791173e-07,8.27883012322722e-06,0.00415857
costal margin,NA,notes,4.59043741851724e-06,6.97067766118915e-05,-0.011232197
cough,NA,notes,0.00028611,0.000860397,-0.00787255
cough sixty,NA,notes,3.23783168661181e-07,8.88567004124843e-06,-0.009274044
coumadin two,NA,notes,2.29245704711895e-06,4.59749868372782e-05,-0.008451569
count sixty,NA,notes,8.40885486296805e-07,2.34761730264974e-05,-0.011367778
count ten,NA,notes,1.89571482419344e-06,3.81754404574026e-05,-0.005711386
course be,NA,notes,1.72421178643959e-05,0.000113631,-0.000138674
coverage onehundred,NA,notes,1.02572300730581e-06,3.26931616017051e-05,0.002759072
cpap,NA,notes,1.98786073891557e-05,0.000302119,0.007648355
cpsr,NA,notes,7.46066372818255e-07,2.25839321324642e-05,-0.007380092
cpt ten,NA,notes,1.50569547126378e-06,5.17065706873701e-05,-0.001078016
cptten,NA,notes,3.82808094505009e-06,9.83331587169327e-05,-0.002134692
crackle,NA,notes,2.74191482737603e-05,0.000133295,-0.009678935
crackle at,NA,notes,1.52779463851227e-06,3.71175952531418e-05,-0.002133786
cranial craniotomy,NA,notes,7.43299837176248e-07,2.7872824773655e-05,-0.000769983
craniotomy,NA,notes,4.87975001186545e-05,0.000503253,-0.003553959
crea,NA,notes,1.00786240851103e-05,0.000230529,0.008119156
crea apply,NA,notes,1.55466542572288e-06,2.84957798725457e-05,0.006592132
crm,NA,notes,0.000136214,0.000971157,0.012359224
crm pt,NA,notes,1.67233156241322e-05,0.000484194,0.011106339
crone,NA,notes,1.65421548925955e-06,4.55948687281291e-05,0.004099004
cryoablation,NA,notes,1.67540995570316e-05,0.000589438,0.013919302
cryoglobulinemic,NA,notes,1.84041160721435e-07,1.41056694109457e-05,0.003543789
cryotherapy,NA,notes,4.55929910114289e-06,8.37193837185879e-05,0.011976215
csf,NA,notes,1.22136968418887e-05,0.000147999,-0.003138325
ct head,NA,notes,1.11490128341688e-05,0.000135782,-0.00294028
ct pe,NA,notes,3.0314188549975e-06,8.29893521080938e-05,0.003076759
ct thorax,NA,notes,6.36404451899288e-05,0.000530091,0.003237058
ctab,NA,notes,2.40401073633174e-05,0.000112585,-0.000745373
cten,NA,notes,1.20101210403291e-05,0.000122758,0.018517878
cthree vertebral,NA,notes,1.91916340995516e-06,0.000100734,0.001007915
ctthree,NA,notes,5.65207508375678e-06,7.42675473345796e-05,-0.003142424
culture,NA,notes,0.000115975,0.000704868,0.001455041
current outpatient,NA,notes,0.000229432,0.000365359,0.006610185
currently,NA,notes,0.000407638,0.001000604,-0.016144484
cusa,NA,notes,6.62857333836728e-07,2.07913216801657e-05,0.001288793
cutaneous metastasis,NA,notes,5.52366658146483e-07,1.79454413257794e-05,0.006535027
cutaneous oncology,NA,notes,1.27606031883402e-05,0.000271301,0.012823451
cvresp,NA,notes,6.10357200772226e-07,1.39698726193493e-05,-0.005527463
cyberknife,NA,notes,0.000281363,0.001494073,-0.021089831
cycle fifty,NA,notes,1.34884315925374e-06,5.45329414780124e-05,0.006412165
cycle folfox,NA,notes,8.75057736596855e-07,2.77778523590038e-05,0.007176959
cycle neoadjuvant,NA,notes,2.17043098700213e-06,5.36101455772219e-05,0.014151459
cycle one,NA,notes,4.04025795769116e-05,0.000188094,-0.017511325
cycle ten,NA,notes,3.69080404600323e-05,0.000281964,0.004211012
cycle thirty,NA,notes,5.14911413096616e-06,0.000157216,0.007032874
cycle twenty,NA,notes,1.17166864991924e-05,0.000183911,0.011499053
cyclophosphamide,NA,notes,5.89460757906166e-06,0.000104655,-0.006489452
cyclophosphamide and,NA,notes,1.17442378442043e-06,3.66161507083125e-05,-0.004659124
cyclophosphamide cytoxan,NA,notes,4.94372982328476e-07,1.38179734930265e-05,-0.013775456
cyst,NA,notes,0.000109846,0.000730888,0.010566673
cystic,NA,notes,8.9037180677352e-05,0.000637142,0.005825128
cystic carcinoma,NA,notes,8.59561063624514e-06,0.00017413,-4.55E-05
cystic fibrosis,NA,notes,4.4634142584541e-07,2.00439061222568e-05,0.005341181
cytoreduction,NA,notes,5.64896165628007e-06,0.000110618,-0.00273271
cytotoxic,NA,notes,5.43529754803362e-06,8.84627514717653e-05,-0.002849491
cytoxan,NA,notes,1.67862404351548e-05,0.000178272,-0.011224704
dabrafenib,NA,notes,2.43519301736463e-06,7.22947181665219e-05,0.001539575
daily,NA,notes,0.001221536,0.002231545,-0.003456437
daily dexamethasone,NA,notes,1.17162414550813e-06,1.95337394721772e-05,0.004268592
daily fentanyl,NA,notes,7.02889599665554e-07,1.70149065060613e-05,-0.004473224
daily fish,NA,notes,1.77322791138664e-06,3.56631219514993e-05,0.012969426
daily instill,NA,notes,3.32836419155231e-07,1.08205680178658e-05,0.002427671
daily levetiracetam,NA,notes,3.21066804101292e-07,1.19587267335425e-05,0.000331313
daily morphine,NA,notes,7.13020738743388e-07,1.70519410397559e-05,-0.003973617
daily oxycodone,NA,notes,1.66866839491177e-06,2.56432778085589e-05,-0.010783878
dark,NA,notes,1.79558806026726e-05,0.000191641,0.00082336
data talk,NA,notes,5.05673075207316e-07,1.43199142702037e-05,-0.000497552
date allergic,NA,notes,1.11792588806654e-06,2.04198341531391e-05,0.009230667
date aortic,NA,notes,5.62494042868133e-07,1.89679555730899e-05,-0.002187893
date appendectomy,NA,notes,1.91062030661388e-06,3.1006294387214e-05,0.003095002
date back,NA,notes,1.93520842780408e-05,0.000352166,0.015549226
date cycle,NA,notes,9.99912401657738e-07,5.72305426348865e-05,0.005661283
date of,NA,notes,0.000299447,0.000768045,0.00016551
daughter,NA,notes,0.000484056,0.002320485,-0.011534306
day calcium,NA,notes,6.01512795376625e-06,6.31802753601038e-05,0.006446557
day lorazepam,NA,notes,2.58299689064189e-06,3.67720255420608e-05,-0.00276529
day oneseven,NA,notes,4.64092032115883e-07,2.1375239878172e-05,0.002825502
day potassium,NA,notes,2.01093876210977e-06,4.23268796197245e-05,0.004054207
dc foley,NA,notes,2.13873422788612e-06,2.42367687717175e-05,0.011946621
ddavp,NA,notes,1.99854181382915e-06,0.000116428,-0.006819535
ddi,NA,notes,1.04995808094521e-06,2.83296019137156e-05,-0.004776544
decadron,NA,notes,8.0349510093734e-05,0.000422939,-0.01567926
decadron four,NA,notes,1.57887881165949e-05,0.000117491,-0.010657807
decadron one,NA,notes,1.86531531053881e-06,4.35993090200833e-05,-0.007580529
decitabine,NA,notes,6.8624647529187e-07,5.41923937419105e-05,0.0016855
decline adjuvant,NA,notes,1.47759058778424e-06,3.84823829491706e-05,0.008111624
decrease breath,NA,notes,5.14834533989005e-06,5.21927630729046e-05,-0.00115381
decrease bs,NA,notes,1.19699705418065e-06,2.78301504629203e-05,-0.001894667
decrease over,NA,notes,1.99814082465191e-06,3.0417690552264e-05,0.009052599
decrease po,NA,notes,2.04476411461358e-06,3.42643275170666e-05,-0.007996432
decreased appetite,NA,notes,5.32156533425889e-06,6.29180889553759e-05,-0.00978321
decreased attentionconcentration,NA,notes,1.30174873240211e-07,5.64264119567546e-06,0.003062583
decreased breath,NA,notes,6.07176478876961e-06,6.35416642331602e-05,7.3898234e-05
decreased bs,NA,notes,8.66104701961359e-07,2.07313377497242e-05,-0.003365295
decreased po,NA,notes,1.17720005360255e-06,1.91779832515581e-05,-0.006904332
decub,NA,notes,6.3897468312309e-07,1.78154750182213e-05,0.001165864
dedifferentiated,NA,notes,1.71456125173363e-06,6.01889535942595e-05,-0.006572398
deep venous,NA,notes,4.2521582552678e-05,0.000543045,-0.004377775
defer due,NA,notes,8.56432293395192e-07,2.16499764005959e-05,0.002684909
deficiency,NA,notes,2.68011327172484e-05,0.000217801,-0.00253952
dehydration,NA,notes,1.38947928220603e-05,0.000131967,-0.004860461
deliver,NA,notes,4.96795084113717e-05,0.00044394,-0.007546035
delivery,NA,notes,5.92593735775838e-05,0.000538753,-0.00475628
deltasone fifty,NA,notes,3.02846828694472e-06,4.1835506039111e-05,0.002288545
dementia,NA,notes,9.69577019123193e-06,0.000116475,0.00902531
demonstrate progression,NA,notes,1.56351715089072e-06,2.80845339524243e-05,-0.002640931
demonstrates,NA,notes,5.7114387612208e-05,0.000463938,0.001603757
demonstrates stable,NA,notes,5.24084889218663e-06,8.63459565100857e-05,-0.004980507
denies,NA,notes,0.000476623,0.001345681,0.002502991
denosumab xgeva,NA,notes,4.44585936185872e-06,5.63129805042564e-05,-0.0172922
dental,NA,notes,8.04225105792692e-05,0.000725647,0.00678312
dentist,NA,notes,2.15972677691912e-05,0.000277302,0.003944859
deny,NA,notes,0.00048413,0.001023414,0.013269937
depocyte,NA,notes,5.89765158306916e-07,3.79389677927885e-05,0.002025932
depression,NA,notes,7.53340485505237e-05,0.000373335,0.017827628
depression on,NA,notes,1.0946227681638e-06,3.0585142572421e-05,0.010047677
depressive,NA,notes,5.93157863110424e-06,0.000115437,0.012654214
deprivation therapy,NA,notes,3.97801258764772e-06,7.22617461645727e-05,0.019632192
depth,NA,notes,1.88288651090317e-05,0.000147571,0.009551681
dermatitis,NA,notes,2.34895842583041e-05,0.000256838,-0.001132873
dermatologist,NA,notes,1.60338652531108e-05,0.000232593,0.005354804
dermatology,NA,notes,3.87959589130076e-05,0.000325229,0.008491751
dermatomyositis,NA,notes,2.12840574832798e-06,8.272282756134e-05,0.009304609
desmoplastic small,NA,notes,4.15672807814991e-07,2.61519915251187e-05,-0.006218894
desquamation,NA,notes,7.05042611038026e-06,8.84149511160673e-05,-0.00825908
destruction,NA,notes,1.48113579622622e-05,0.000274509,-0.004175597
details,NA,notes,3.30777206605785e-05,0.000272338,0.006344537
deterioration,NA,notes,3.72920660665146e-06,7.05068898837049e-05,-0.010262547
develop progressive,NA,notes,2.59610293662684e-06,4.41415309186074e-05,-0.005247967
development of,NA,notes,0.000108873,0.000778728,-0.004113059
devi,NA,notes,1.45051120838532e-06,4.08925396860611e-05,-0.005602996
dexamethasone,NA,notes,6.28471440416625e-05,0.000343906,-0.015716447
dexamethasone decadron,NA,notes,2.12611430539374e-05,0.00012519,-0.003055686
dfiftyw,NA,notes,4.14768928862573e-06,3.74524177086804e-05,-0.002903323
dfivens iv,NA,notes,5.42099987434631e-07,1.58125668985277e-05,-0.000833019
dfiveonetwo,NA,notes,5.11000047778511e-06,5.58621247870017e-05,-0.003986156
dfiveonetwo ns,NA,notes,5.09585625926487e-06,5.58377664882434e-05,-0.004079691
diagnosis,NA,notes,0.000842215,0.001235625,-0.002213095
