feature_name,description,feature_category,coefficient (negative=shorter survival),train_set_mean,train_set_std_dev
proc_LABCMVTSI,CMV AB TOTAL SOLID PHASE (GALILEO),dx_proc_medi,-0.00373939,0.000871864,0.016429839
proc_LABCRYO,CRYOPROTEIN SEMI - QUANTITATIVE,dx_proc_medi,0.004101676,0.000944988,0.018518392
proc_LABDHBP,DIAG. HEPATITIS B PANEL,dx_proc_medi,0.022183308,0.002730903,0.034643098
proc_LABDIC,DIC SCREEN,dx_proc_medi,-0.007437913,0.010496119,0.078545289
proc_LABDVERVP,RESPIRATORY DFA PANEL,dx_proc_medi,0.006722236,0.002742153,0.035155961
proc_LABEBPCRQ,EBV PCR QUANTITATIVE,dx_proc_medi,0.015831433,0.001726853,0.027680808
proc_LABFCR,"CREATININE, FLUID",dx_proc_medi,0.001448996,0.003380583,0.032418826
proc_LABFHV12,"HSV 1/2 PCR, NON CSF",dx_proc_medi,0.004268094,0.000641242,0.016072821
proc_LABFKOH,FUNGAL CULTURE AND KOH,dx_proc_medi,-0.0044072,0.00820396,0.067618099
proc_LABFLCR,FREE KAPPA/LAMBDA LIGHT CHAIN RATIO,dx_proc_medi,0.008505737,0.010116436,0.08687873
proc_LABFLDH,"LDH TOTAL, FLUID",dx_proc_medi,-0.005667474,0.011972663,0.088473342
proc_LABG6PD,G6PD SCREEN,dx_proc_medi,-0.018669924,0.000866239,0.016258058
proc_LABGIARS,GIARDIA SCREEN,dx_proc_medi,0.006691166,0.001673417,0.023215312
proc_LABGLF,GLUCOSE FASTING,dx_proc_medi,0.003164435,0.00960738,0.062043273
proc_LABGYN,PAP SMEAR,dx_proc_medi,0.009679041,0.010723928,0.06291662
proc_LABHB,HBSAG,dx_proc_medi,-0.000922782,0.001667792,0.024512114
proc_LABHBCT,HEPATITIS B CORE TOTAL ANTIBODY,dx_proc_medi,0.001680281,0.037509844,0.120138109
proc_LABHBSAG,HBSAG,dx_proc_medi,0.000550312,0.043036337,0.131492253
proc_LABHBSQL,ANTI-HBS QUAL,dx_proc_medi,-0.009512857,0.013072337,0.069460454
proc_LABHCGTUM,HCG TUMOR MARKER,dx_proc_medi,0.005091941,0.002744966,0.045359866
proc_LABHDL,"HDL, SERUM",dx_proc_medi,0.001592347,0.00156373,0.026296967
proc_LABHELAG,"HELICOBACTER PYLORI AG, STOOL",dx_proc_medi,-0.001015052,0.002742153,0.034367114
proc_LABHFP,HEPATIC FUNCTION PANEL A,dx_proc_medi,-0.009404776,0.048956576,0.153919869
proc_LABHSVZL,"HSV/VZV PCR QUAL, LESION",dx_proc_medi,0.010187265,0.00176904,0.026767703
proc_LABIGP,"IG PANEL, SERUM",dx_proc_medi,0.018505238,0.008957701,0.075496532
proc_LABINSLF,INSULIN FASTING,dx_proc_medi,0.010404501,0.001690291,0.02461077
proc_LABKRAS,KRAS MUTATION DETECTION,dx_proc_medi,-0.005427219,0.006091799,0.046643292
proc_LABLCSPE,"PROTEIN ELECTROPHORESIS, SERUM, SPEP",dx_proc_medi,-0.001243315,0.000719991,0.017871751
proc_LABLDH,"LDH TOTAL, SERUM / PLASMA",dx_proc_medi,-0.008430518,0.08401395,0.232155566
proc_LABLDLD,DIRECT LDL CHOLESTEROL,dx_proc_medi,-0.007461644,0.001642479,0.025269433
proc_LABLEID,FACTOR V LEIDEN,dx_proc_medi,0.013305463,0.001020925,0.017286896
proc_LABLIPS,LIPASE,dx_proc_medi,-0.003544035,0.048754078,0.170301981
proc_LABLPD,LIPID PANEL WITH DIRECT LDL,dx_proc_medi,0.001801497,0.032751153,0.118987032
proc_LABLPDC,LIPID PANEL WITH CALCULATED LDL,dx_proc_medi,0.003920564,0.025989988,0.105038865
proc_LABMB,"CK, MB (MASS)",dx_proc_medi,-0.008743436,0.015845427,0.081737049
proc_LABMGN,"MAGNESIUM, SERUM/PLASMA",dx_proc_medi,-0.012758413,0.179207447,0.308120336
proc_LABMVSOB,UNLISTED MICROBIOLOGY/VIROLOGY TEST,dx_proc_medi,-0.008635989,0.001884351,0.025885026
proc_LABNA,"SODIUM, SERUM / PLASMA",dx_proc_medi,0.002214381,0.006640229,0.060974836
proc_LABNONGYN,NON-GYN CYTOLOGY EXAM,dx_proc_medi,-0.014993198,0.086716729,0.20913736
proc_LABPATHR,REVIEW BY PATHOLOGIST,dx_proc_medi,-0.017204596,0.011072674,0.080668644
proc_LABPCTNI,ISTAT TROPONIN I,dx_proc_medi,0.006411672,0.033139273,0.138342068
proc_LABPREG,"PREGNANCY TEST, SERUM",dx_proc_medi,0.018055463,0.016011362,0.087523558
proc_LABPSAU,POST-THERAPY PSA,dx_proc_medi,0.019863991,0.010743616,0.082936552
proc_LABPT,PROTHROMBIN TIME,dx_proc_medi,-0.02125989,0.204314321,0.31615497
proc_LABPTT,PTT PARTIAL THROMBOPLASTIN TIME,dx_proc_medi,-0.009391641,0.156058049,0.2762916
proc_LABRAS,KRAS/NRAS MUTATION ANALYSIS,dx_proc_medi,0.011302558,0.000719991,0.0174739
proc_LABRESPG,RESPIRATORY CULTURE AND GRAM STAIN,dx_proc_medi,-0.000582827,0.010119249,0.07398659
proc_LABSEZPNL,SEZARY PANEL,dx_proc_medi,-0.008077459,0.000953426,0.028277001
proc_LABSLIDE,SLIDE SAVE FOR CLINICIAN,dx_proc_medi,-0.012638238,0.000874677,0.023663688
proc_LABSPIE,"PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM",dx_proc_medi,0.014985989,0.015896051,0.097918997
proc_LABSPR,SPECIMEN REMARK,dx_proc_medi,-0.00476831,0.113336708,0.232963849
proc_LABSTOBID,"OCCULT BLD, IMMUNO, STOOL, DIAG TEST",dx_proc_medi,0.007308587,0.002387783,0.032588042
proc_LABSTUDY,RESEARCH LAB KIT,dx_proc_medi,-0.007497583,0.020727866,0.113655667
proc_LABSURG,SURGICAL PROCEDURE,dx_proc_medi,-0.002263139,0.144628192,0.249575744
proc_LABTBP,TRANSFUSION BLOOD PRODUCT 1,dx_proc_medi,-0.000383615,0.062560468,0.172200336
proc_LABTBP4,TRANSFUSION BLOOD PRODUCT 5,dx_proc_medi,0.000857865,0.008243334,0.058617635
proc_LABTBP9,TRANSFUSION BLOOD PRODUCT 10,dx_proc_medi,0.010838516,0.002705591,0.033283961
proc_LABTBPCRS,"M. TUBERCULOSIS PCR, SPECIMEN",dx_proc_medi,-0.005311257,0.00159748,0.03172412
proc_LABTESFBT,"TESTOSTERONE, TOTAL, BIO, FREE",dx_proc_medi,0.004104569,0.001856227,0.029599878
proc_LABTHG,THYROGLOBULIN AND TGAB COMPREHENSIVE,dx_proc_medi,0.006659565,0.00840927,0.073198664
proc_LABTSH,TSH,dx_proc_medi,-0.003170033,0.099367195,0.228195442
proc_LABTSLIP,TRANSFUSION SERVICE CALL SLIP (RELEASE BLOOD PRODUCT ONLY),dx_proc_medi,-0.006923433,0.026439982,0.116530939
proc_LABTT,THROMBIN TIME,dx_proc_medi,-0.004067678,0.001248734,0.025458202
proc_LABTT4,"T4, TOTAL",dx_proc_medi,0.005885855,0.003484644,0.035140203
proc_LABUA,URINALYSIS WITH MICROSCOPIC,dx_proc_medi,-0.003847173,0.118641017,0.246061034
proc_LABUALB,"ALBUMIN WITH CREATININE, URINE (RANDOM)",dx_proc_medi,0.014708724,0.009497694,0.066031567
proc_LABUAS,URINALYSIS MACROSCOPIC ONLY,dx_proc_medi,-0.013192267,0.027519969,0.131694053
proc_LABUCRT,"CREATININE, URINE (TIMED)",dx_proc_medi,-0.004313515,0.003276522,0.036523611
proc_LABUEP,"ELECTROLYTE PANEL, URINE WITH CREATININE",dx_proc_medi,0.000709829,0.007076162,0.06089404
proc_LABUNAT,"SODIUM, URINE (TIMED)",dx_proc_medi,0.002202136,0.001079987,0.018998381
proc_LABURIC,"URIC ACID, SERUM / PLASMA",dx_proc_medi,-0.007070826,0.025613117,0.12539303
proc_LABURPHOS,"PHOSPHATE, URINE (RANDOM)",dx_proc_medi,-0.004145627,0.001490606,0.030219785
proc_LABUSEOSTS,USE ORDER SET FOR LAB TRANSFUSION,dx_proc_medi,-0.008173261,0.001763415,0.027468129
proc_LABVD25H,"VITAMIN D, 25-HYDROXYVITAMIN",dx_proc_medi,0.003924174,0.028678704,0.112323389
proc_LABVISC,"VISCOSITY, SERUM",dx_proc_medi,0.026632138,0.001096861,0.025903204
proc_LABVOLTL,VOLATILE SCREEN,dx_proc_medi,-0.009303308,0.002725278,0.034996914
proc_LABVZVQL,VZV DNA PCR QUAL,dx_proc_medi,-0.007737198,0.001712791,0.029578826
proc_LABYCHRA,CHROMOGRANIN A,dx_proc_medi,0.002905699,0.024060637,0.131722818
proc_LABYCOPPR,"COPPER, SERUM",dx_proc_medi,0.001691027,0.001105299,0.021126092
proc_LABYSEROT,"SEROTONIN, SERUM",dx_proc_medi,-0.00179624,0.007784903,0.071455533
proc_LABYU5HIA,"5 - OH-INDOLEACETIC AC, URINE",dx_proc_medi,0.01323701,0.007483969,0.065306898
proc_LABYUCDA,"CONFIRMED DRUG ABUSE SURVEY, URINE",dx_proc_medi,-0.004425061,0.001667792,0.02803147
proc_NEUR54,EEG - CONTINUOUS,dx_proc_medi,-0.001329123,0.000416245,0.016617804
proc_NUR0724,RECORD DRAIN OUTPUT,dx_proc_medi,0.000122126,0.000272809,0.010180138
proc_NUR1006,AMBULATE,dx_proc_medi,0.013731486,0.033324896,0.120437996
proc_NUR1011,OOB TO CHAIR WHEN AWAKE & ALERT,dx_proc_medi,0.013960738,0.003509956,0.037485497
proc_NUR1024,NST VITAL SIGNS PER PROTOCOL,dx_proc_medi,0.001161021,0.111629542,0.220856982
proc_NUR1041,CHECK PUNCTURE SITE,dx_proc_medi,-0.003701768,0.038277647,0.138607587
proc_NUR1057,TAP WATER ENEMA,dx_proc_medi,-0.009325451,0.00521431,0.05249519
proc_NUR1068,WEIGHT,dx_proc_medi,-0.024819227,0.096706604,0.231075055
proc_NUR1106,ASSESSMENT FREQUENCY (PSYCH UNIT),dx_proc_medi,0.005847589,0.000458432,0.014934163
proc_NUR11523,TREATMENT PARAMETERS 5,dx_proc_medi,-0.000878838,0.017608842,0.114015644
proc_NUR1153,RN ESCORT NEEDED IF PATIENT LEAVES FLOOR,dx_proc_medi,0.005801948,0.002604342,0.033670044
proc_NUR11530,BEACON NURSING COMMUNICATION 10,dx_proc_medi,-0.000204808,0.005951176,0.063282614
proc_NUR1157,BEACON NURSING COMMUNICATION 2,dx_proc_medi,0.014312143,0.013505456,0.075734614
proc_NUR1199,SUCTIONING,dx_proc_medi,-0.00048952,0.001366858,0.027253106
proc_NUR1207,BED SIGN:NO BP/IV/VENIPUNCTURE:____,dx_proc_medi,-0.002256046,0.00176904,0.022656331
proc_NUR1218,BLADDER SCAN,dx_proc_medi,-0.008914606,0.007723028,0.059494594
proc_NUR1233,CARDIAC MONITOR,dx_proc_medi,-0.01030882,0.004646192,0.050557264
proc_NUR1266,CONDOM CATHETER,dx_proc_medi,-0.007942497,0.001099674,0.025347458
proc_NUR1324,DO NOT WAKE AT NIGHT FOR VITALS,dx_proc_medi,-0.005746389,0.000371245,0.015320019
proc_NUR1370,FLEXICARE ECLIPSE,dx_proc_medi,-0.010925226,0.000961863,0.022913004
proc_NUR1373,FOLEY RETENTION CATHETER,dx_proc_medi,0.001807581,0.081538981,0.193498586
proc_NUR1440,INITIATE SKIN CARE,dx_proc_medi,-0.001012598,0.000348746,0.013147052
proc_NUR1448,JACKSON PRATT DRAIN,dx_proc_medi,0.017237358,0.02283159,0.097872278
proc_NUR1514,MAY HAVE SIPS OF WATER,dx_proc_medi,-0.007405347,0.002708404,0.031809299
proc_NUR1525,MEDIPORT CARE,dx_proc_medi,0.001719889,0.004154011,0.044409588
proc_NUR1528,MONITOR ARTERIAL LINE,dx_proc_medi,0.008319457,0.012124536,0.07904104
proc_NUR1653,"RN ESCORT NEEDED, IF INPATIENT",dx_proc_medi,0.016264526,0.000672179,0.012685162
proc_NUR1714,STRICT I AND O,dx_proc_medi,-0.004539018,0.011137361,0.075180176
proc_NUR1829,INSERT AIRWAY,dx_proc_medi,-0.002232922,0.048140961,0.145023731
proc_NUR2003,BMT NURSING INSTRUCTION,dx_proc_medi,-0.004891971,0.002210597,0.028337145
proc_NUR2004,RECTAL TUBE,dx_proc_medi,0.020937296,0.001529981,0.027919964
proc_NUR2007,ASSESS THE NEED FOR HOME 02,dx_proc_medi,-0.001124487,0.000494994,0.017441454
proc_NUR2241,UP AD LIB,dx_proc_medi,-0.00504591,0.090325121,0.221138114
proc_NUR2247,MONITOR CENTRAL LINE,dx_proc_medi,0.009007994,0.004584318,0.044164713
proc_NUR30303,SHC IP 4% CHLORHEXIDINE GLUCONATE SOAP,dx_proc_medi,0.013182032,0.005878052,0.054939777
proc_NUR3446,EYE CARE,dx_proc_medi,-0.011012949,0.001794353,0.030676789
proc_NUR3511,RISK FOR VENOUS THROMBOEMBOLISM - VTE RISK ASSESSMENT,dx_proc_medi,0.005558765,0.032849589,0.143617902
proc_NUR372,CDU VITAL SIGNS,dx_proc_medi,0.012389176,0.011891101,0.074159983
proc_NUR4004,TUBE CARE,dx_proc_medi,-0.007261392,0.002536843,0.03589853
proc_NUR4017,VASCULAR ACCESS DEVICE CARE,dx_proc_medi,-0.007104198,0.001701541,0.02866197
proc_NUR4019,ICE PACK TO,dx_proc_medi,-0.005840501,0.003403082,0.03511317
proc_NUR4077,TREATMENT PARAMETERS 1,dx_proc_medi,-0.009888534,0.100067499,0.252772334
proc_NUR6132,RECTAL TEMPERATURE,dx_proc_medi,0.003002358,0.000669367,0.020130822
proc_NUR629,DRESSING CHECKS,dx_proc_medi,0.004558605,0.006370233,0.054900897
proc_NUR644,CLAMP NASOGASTRIC TUBE,dx_proc_medi,0.005476274,0.003155586,0.037073954
proc_NUR6540,BLADDER PRESSURE,dx_proc_medi,0.000269042,0.000247497,0.010198036
proc_NUR6541,WARM PATIENT,dx_proc_medi,-0.010865556,0.001428732,0.027172414
proc_NUR672,CONVERT IV TO SALINE LOCK,dx_proc_medi,0.006461174,0.014003262,0.068011235
proc_NUR700,TRANSFUSE RED BLOOD CELLS,dx_proc_medi,-0.000516088,0.023841264,0.118427711
proc_NUR701,TRANSFUSE PLATELETS,dx_proc_medi,-0.013032342,0.005000562,0.055128711
proc_NUR762,NEUROLOGICAL CHECKS,dx_proc_medi,0.001400074,0.02381314,0.118806799
proc_NUR763,NEUROVASCULAR AND GROIN CHECKS,dx_proc_medi,0.012897794,0.003898076,0.037737036
proc_NUR775,DISCHARGE WOUND CARE (SVC),dx_proc_medi,0.002262747,0.023515019,0.105012949
proc_NUR821,TRANSFUSE RBC (DOES NOT ORDER PRODUCT),dx_proc_medi,-0.001886466,0.017271347,0.091361184
proc_NUR925,INCISION ASSESSMENT,dx_proc_medi,-0.010796805,0.002646529,0.036129798
proc_NUR927,INCREASE ACTIVITY AS TOLERATED,dx_proc_medi,0.005875817,0.003259647,0.036322431
proc_NURWAR,WARFARIN MANAGED BY PHARMACY,dx_proc_medi,0.012994523,0.002086849,0.029809439
proc_OT1,OT EVALUATE AND TREAT,dx_proc_medi,-0.014598213,0.055065249,0.173375108
proc_OT29,OT SPLINT EVALUATE AND TREAT,dx_proc_medi,0.005003607,0.000835302,0.016009099
proc_PATH12,FLOW CYTOMETRY FOR LEUKEMIA/LYMPHOMA DIAGNOSIS,dx_proc_medi,-0.008056499,0.00176904,0.030152343
proc_PATH20,NON-GYN CYTOLOGY,dx_proc_medi,-0.010833071,0.015398245,0.09639438
proc_PFT60,SPIROMETRY WITH BRONCHODILATOR,dx_proc_medi,0.000234723,0.001259984,0.020535053
proc_POC19,CHEM 8,dx_proc_medi,0.014285164,0.007604905,0.058364535
proc_PRE10,SEIZURE PRECAUTIONS,dx_proc_medi,-0.004458354,0.004064012,0.050977687
proc_PRE13,RADIATION PRECAUTIONS,dx_proc_medi,-0.00353814,0.000455619,0.018250192
proc_REF1,REFERRAL TO BREAST ONCOLOGY,dx_proc_medi,-0.000248811,0.001088424,0.025964562
proc_REF103,REFERRAL TO EXTERNAL HOSPICE,dx_proc_medi,-0.006662763,0.000514681,0.02104875
proc_REF130,REFERRAL TO PALLIATIVE MEDICINE,dx_proc_medi,-0.00309833,0.001594668,0.033675576
proc_REF188,REFERRAL TO NUTRITION CANCER CENTER,dx_proc_medi,0.001238142,0.005771178,0.050224704
proc_REF24,REFERRAL TO CHEST CLINIC/PULMONOLOGY,dx_proc_medi,0.001814789,0.001172798,0.027943538
proc_REF266,REFERRAL TO HOME HEALTH,dx_proc_medi,-0.000675074,0.00039937,0.015838339
proc_REF32,REFERRAL TO GASTROENTEROLOGY,dx_proc_medi,0.001893784,0.001943413,0.032117935
proc_REF5,REFERRAL TO ENDOCRINE ONCOLOGY,dx_proc_medi,-0.005466961,0.001462482,0.029905423
proc_REF96,REFERRAL TO INTERVENTIONAL RADIOLOGY,dx_proc_medi,-0.013276097,0.006221172,0.061044937
proc_RT-REPOSITION ET TUBE,RESP - REPOSITION ET TUBE,dx_proc_medi,0.002574287,0.000950613,0.019731341
proc_RT101,RESP - FLUTTER/PEP THERAPY,dx_proc_medi,0.007515958,0.005357746,0.046631633
proc_RT72,RESP - CHEST PHYSIOTHERAPY,dx_proc_medi,-0.000410812,0.004502756,0.04404159
proc_RT75,RESP - EXTUBATION,dx_proc_medi,0.005839201,0.005987738,0.04706563
bp_diastolic,NA,labs_vitals,0.024775008,74.18861658,9.812394565
bp_systolic,NA,labs_vitals,0.025778472,127.8906106,16.72931905
pulse,NA,labs_vitals,-0.06604249,78.71250868,13.96155951
weight_kg,NA,labs_vitals,0.030386915,74.88439219,19.60302198
ALBUMIN/GLOBULIN RATIO,NA,labs_vitals,-0.003280152,1.622745553,0.466489499
CANCER ANTIGEN 15-3,NA,labs_vitals,6.16E-06,182.4454491,363.4545677
ACTH,NA,labs_vitals,-9.08E-05,26.05595917,32.56459166
MAX FLOW RATE,NA,labs_vitals,-0.001604698,9.523706584,7.097556258
EXTERNAL WBC,NA,labs_vitals,-0.000134936,4.344989446,3.136569325
EXTERNAL AST,NA,labs_vitals,-0.000122273,39.86984324,45.0738525
EXTERNAL ALT,NA,labs_vitals,0.000448043,31.63944386,25.17210084
FREE LAMBDA LIGHT CHAIN,NA,labs_vitals,0.005019291,9.700405732,39.94887694
MYCOPHENOLIC ACID,NA,labs_vitals,0.000256567,1.828854232,1.219410764
MPA GLUCURONIDE,NA,labs_vitals,-7.13E-05,50.15790895,35.10889517
25-HYDROXY D2,NA,labs_vitals,0.001648564,21.02520073,12.44619225
PROCALCITONIN,NA,labs_vitals,-0.002230162,1.772308288,2.502051953
"HE4, OVARIAN CANCER MONITORING",NA,labs_vitals,-0.000791299,202.2952129,295.2489492
"UROBILINOGEN,SEMI-QN",NA,labs_vitals,-0.000190175,0.365590787,0.7528651
IMMATURE GRANS (ABS),NA,labs_vitals,0.002870795,0.026235322,0.293984163
"BILIRUBIN, DIRECT",NA,labs_vitals,-0.00347012,0.239367766,0.555204944
EGFR AFRICAN AMERICAN,NA,labs_vitals,0.007167675,86.87220858,26.12883397
ALPHA-2-GLOBULIN,NA,labs_vitals,-1.21E-08,0.771288466,0.148786884
ALPHA FETOPROTEIN (MANUAL ENTRY) SEE EMR FOR DETAILS,NA,labs_vitals,-0.000295229,141.4741644,603.4892606
ALPHA-1-GLOBULIN,NA,labs_vitals,-0.002404163,0.33533378,0.060269831
CA15-3,NA,labs_vitals,-0.00014222,57.63234455,114.8824527
AST (MANUAL ENTRY) SEE EMR FOR DETAILS,NA,labs_vitals,-0.010864601,35.49203817,38.02622763
LVEF % (MANUAL ENTRY) SEE EMR FOR DETAILS,NA,labs_vitals,-0.001248509,60.08604022,7.912480958
"CREATININE, URINE",NA,labs_vitals,0.000218937,87.58075879,51.07469827
TB AG - NIL,NA,labs_vitals,0.004834921,0.270137182,0.663683278
RETICULOCYTE COUNT,NA,labs_vitals,-0.001484307,1.77069941,0.961547898
VORICONAZOLE LEVEL,NA,labs_vitals,-0.000592671,1.945295737,1.431125839
IRON SATURATION,NA,labs_vitals,-0.00058834,24.13591875,14.88875352
ABSOLUTE LYMPHOCYTES,NA,labs_vitals,-0.000700775,600.1404415,2435.287048
BUN/CREATININE RATIO,NA,labs_vitals,0.004972638,19.31336516,5.769483525
NEUTROPHILS,NA,labs_vitals,0.00235594,63.15276177,13.07369401
"IMMUNOGLOBULIN G, QN, SERUM",NA,labs_vitals,-0.000962015,921.3721553,562.466722
GAMMA GLOBULIN,NA,labs_vitals,0.000115133,0.978131533,0.648730907
CANCER ANTIGEN 15-3,NA,labs_vitals,-1.20E-05,155.5948777,279.0552213
"BASOPHILS, %",NA,labs_vitals,-0.004005916,0.6657904,0.344546409
"FREE LAMBDA LT CHAINS,S",NA,labs_vitals,-7.25E-05,22.7919012,31.17346813
HB A1C DIABETIC ASSESSMENT,NA,labs_vitals,0.000707431,6.401843087,1.0806706
"TOTAL ALK P'TASE, SERUM (MANUAL ENTRY) SEE EMR FOR DETAILS",NA,labs_vitals,2.24E-05,149.9910111,449.6108672
"ANION GAP, ISTAT",NA,labs_vitals,0.002675489,14.59302063,3.821104472
"BUN, ISTAT",NA,labs_vitals,-0.001439206,25.88957548,20.39930571
FEV1,NA,labs_vitals,0.005816278,2.18308872,0.915274256
CA 27.29,NA,labs_vitals,-0.00457809,174.1343126,434.2494619
PROTHROMBIN TIME (MANUAL ENTRY) SEE EMR FOR DETAILS,NA,labs_vitals,0.000276139,14.04982429,3.798114672
PSA (MANUAL ENTRY) SEE EMR FOR DETAILS,NA,labs_vitals,-0.001287597,42.39745863,153.8633265
HEMOGLOBIN,NA,labs_vitals,0.039381415,12.16519898,1.860576733
MCV,NA,labs_vitals,-0.02968984,91.90564822,7.102260518
RDW,NA,labs_vitals,-0.058768343,15.63617324,2.560801088
RBC,NA,labs_vitals,0.042684965,3.94994167,0.63185547
"LYM, %",NA,labs_vitals,0.049388435,21.02265111,10.27855643
"MONO, %",NA,labs_vitals,-0.015458496,8.735751144,3.202858801
"MID, %",NA,labs_vitals,0.001268073,10.0033517,2.863776908
"EOS, %",NA,labs_vitals,0.001522245,2.314536039,2.214276319
"BASO, %",NA,labs_vitals,0.003522335,0.497575361,0.337790305
LYMPHOCYTES,NA,labs_vitals,0.007360376,21.228806,15.54632561
MONOCYTES,NA,labs_vitals,-0.000544662,10.62759765,7.276560559
EOSINOPHILS,NA,labs_vitals,-0.000292719,3.538726628,4.305158502
BASOPHILS,NA,labs_vitals,0.000211949,1.598504614,0.990022142
MYELOCYTES,NA,labs_vitals,0.007940483,2.940322351,3.094552505
PROMYELOCYTES,NA,labs_vitals,0.002127613,1.96233898,1.401541732
NRBC/100WBC,NA,labs_vitals,0.001292242,2.810486065,4.160483655
"RETIC, ABS [AUTORETIC]",NA,labs_vitals,-0.004941631,69.24569086,33.81427424
"ESR, (AUTOMATED)",NA,labs_vitals,-0.004308614,41.31349327,34.49745952
D-DIMER,NA,labs_vitals,-0.000871007,3364.048537,3489.467921
"D-DIMER, ELISA",NA,labs_vitals,-0.004949445,1747.854769,1835.622406
"INR,POCT",NA,labs_vitals,0.000665227,1.902714133,0.451706667
REPTILASE TIME,NA,labs_vitals,0.002416021,19.56619883,4.864630235
"INR, ISTAT",NA,labs_vitals,-0.000706382,1.209688358,0.502146031
"CHLORIDE, WHOLE BLD",NA,labs_vitals,0.00566281,109.9779463,4.395765792
"GLUCOSE, WHOLE BLOOD",NA,labs_vitals,0.00199091,132.2848898,34.30558073
"SODIUM, SER/PLAS",NA,labs_vitals,0.02510502,138.036689,3.024043725
"CHLORIDE, SER/PLAS",NA,labs_vitals,0.027905421,102.5703794,3.332663227
"CREATININE, SER/PLAS",NA,labs_vitals,-0.000216984,1.036037992,0.563531701
"GLUCOSE, SER/PLAS",NA,labs_vitals,-0.001143635,117.1040853,36.5386393
ANION GAP,NA,labs_vitals,-0.012239803,7.662630155,2.126524662
"CALCIUM, SER/PLAS",NA,labs_vitals,-0.004905222,9.003825892,0.567587592
"PHOSPHORUS, SER/PLAS",NA,labs_vitals,-0.007222357,3.254664968,0.727265084
CONJUGATED BILI,NA,labs_vitals,-0.004098168,1.024606115,2.320097739
"ALT (SGPT), SER/PLAS",NA,labs_vitals,-0.00545264,47.40924877,63.78813296
"ALK P'TASE, TOTAL, SER/PLAS",NA,labs_vitals,-0.06158523,140.1293663,140.0249794
"ALBUMIN, SER/PLAS",NA,labs_vitals,0.06584355,3.53559186,0.590158246
GLOBULIN,NA,labs_vitals,-0.027423546,3.655179476,0.736594161
LACTIC ACID,NA,labs_vitals,-0.006713217,2.132268961,1.527396141
"URIC ACID, SER/PLAS",NA,labs_vitals,0.003958946,5.281394668,2.063298918
"MAGNESIUM, SER/PLAS",NA,labs_vitals,0.003751608,1.927677313,0.242713459
GAMMA-GLUTAMYL TRANS (GGT),NA,labs_vitals,-0.000981923,216.1446647,356.8599682
"CK, TOTAL",NA,labs_vitals,0.003560771,236.6195555,879.4449475
"LDH, TOTAL, SER/PLAS",NA,labs_vitals,-0.016801534,267.5319991,237.1713671
"CHOLESTEROL, TOTAL",NA,labs_vitals,0.00666772,175.2351801,45.36166988
HDL CHOLESTEROL,NA,labs_vitals,0.013097722,53.3839917,18.823658
LDL/HDL RATIO,NA,labs_vitals,-0.01063117,2.129791519,1.094724429
"AMMONIA, PLASMA",NA,labs_vitals,0.00564084,34.29600093,23.25343051
"IRON, TOTAL",NA,labs_vitals,-0.001808718,59.92395329,42.17582276
TOTAL IRON BINDING CAPACITY,NA,labs_vitals,0.00376037,295.4621849,70.33390428
"THYROXINE (T4), TOTAL",NA,labs_vitals,0.001304373,8.86073286,2.797444712
T3 TOTAL,NA,labs_vitals,0.004761416,106.7335852,45.10213307
FREE T4,NA,labs_vitals,0.004294321,1.175759464,0.389970513
TSH,NA,labs_vitals,-0.011969958,3.839224929,15.61605
THYROGLOBULIN (TG),NA,labs_vitals,0.00052479,1089.996623,3558.203646
ALPHA FETOPROTEIN,NA,labs_vitals,-0.00689423,1159.72919,10554.18871
CEA,NA,labs_vitals,-0.015403802,85.96805278,614.8348511
POST-THERAPY PSA,NA,labs_vitals,-0.002525743,2.930894779,5.08107464
"BETA-2-MICROGLOBULIN, SERUM",NA,labs_vitals,-0.000467104,3119.80048,2017.407689
TRANSFERRIN,NA,labs_vitals,0.009271033,263.3419336,83.39987653
"ALDOLASE, SERUM",NA,labs_vitals,0.002166388,9.920506993,13.2526812
CANCER ANTIGEN 125,NA,labs_vitals,-0.010743212,168.9128587,474.2305754
"CA 27, 29",NA,labs_vitals,-0.0027229,146.894862,268.8114755
LH,NA,labs_vitals,0.002611639,11.56297146,11.37112593
VASOACTIVE INT PEPTIDE,NA,labs_vitals,0.004357223,53.23141057,76.12059322
GLUCAGON,NA,labs_vitals,0.003107241,95.5394632,188.3711449
"NORMETANEPHRINE,FREE",NA,labs_vitals,0.000999782,15.25486215,42.54085641
CD20 (PAN B) %,NA,labs_vitals,-0.001134941,8.003417562,12.21194288
CD26-/CD4+ %,NA,labs_vitals,-0.000373977,38.14726057,33.33910366
CD4+/CD45RA+ %,NA,labs_vitals,0.001675685,6.247518856,8.120374029
"CD7 (PAN T), ABS",NA,labs_vitals,-0.000419399,1514.808218,1965.120379
"CD4+/CD45RO+, ABS",NA,labs_vitals,0.001585285,215.3677863,174.0605882
PH (A),NA,labs_vitals,-0.004449124,7.377555195,0.056167407
PO2 (A),NA,labs_vitals,9.81E-05,193.2321528,71.01675512
THB,NA,labs_vitals,-0.00028223,10.48529441,1.84149026
CTO2 (V),NA,labs_vitals,-0.006071655,10.33805317,2.703065031
CO-HEMOGLOBIN,NA,labs_vitals,0.002347343,1.350769635,0.488116182
